aiid,4,5,4,1,1,5
idia,4,9,6,6,5,8
ibgh,8,9,3,7,6,9
giff,3,7,3,9,3,2
gdeb,9,9,2,1,5,4
idcc,7,9,1,9,7,1
chbh,8,5,4,5,8,5
gjee,3,5,6,5,5,7
cige,4,9,9,9,4,4
ddeg,8,1,1,5,3,5
gagi,6,6,7,1,6,6
jcag,1,8,8,2,8,5
ibbf,3,3,1,4,3,1
dach,7,5,2,4,3,1
gfec,3,2,5,7,8,9
ghed,9,7,2,9,5,7
jcdf,3,9,4,1,2,4
jhie,7,3,3,5,1,3
jfga,8,2,7,2,2,1
jjch,1,1,5,4,9,9
hhdj,6,2,2,4,3,5
ebeh,2,5,6,1,2,4
ijdb,6,8,9,6,4,6
ajjf,5,7,1,7,9,3
ihfd,8,6,3,9,4,9
defi,4,7,8,1,9,3
cfef,3,5,8,9,4,6
jgca,4,8,6,5,3,8
geeh,2,4,9,8,1,3
fedj,3,2,9,4,2,4
cehj,4,6,5,3,7,3
cdhd,4,7,6,5,9,3
fida,9,2,1,6,1,5
ejbb,2,6,8,8,6,2
hehi,1,7,6,4,8,8
aeeg,7,4,7,9,5,3
aiga,8,8,9,7,4,4
cfgi,2,6,1,5,8,2
aadi,4,1,9,6,4,2
ggfe,3,3,9,3,6,2
haab,4,1,9,2,1,3
iibd,3,3,6,3,2,1
aihh,9,3,5,1,2,4
efdc,6,3,4,5,5,9
jhja,6,9,6,2,7,1
dgfj,2,1,6,6,3,3
fgji,8,3,8,2,6,8
fdba,2,2,3,2,6,6
ddcd,7,7,7,8,7,1
bbcj,3,8,2,4,9,6
jfei,6,9,9,8,2,1
djdc,8,1,6,3,2,5
dege,3,5,1,2,7,7
cjeh,9,6,4,3,9,5
hbje,9,5,3,4,2,5
ibfa,2,2,5,5,1,8
ecje,8,6,4,8,8,8
icba,6,3,7,4,6,6
jfdb,9,6,2,2,6,7
gigb,1,2,1,1,7,4
ffjc,9,2,1,8,7,1
baaa,5,4,7,6,4,7
bgja,5,8,5,1,3,4
daba,1,4,8,2,7,6
hibb,1,8,1,3,7,4
head,7,9,7,9,4,4
cccg,1,2,1,2,3,1
edhh,8,9,8,6,9,5
ibhd,6,3,4,7,2,6
egbf,5,7,4,4,1,2
gahe,1,9,1,8,5,3
bchg,7,8,6,7,8,9
djja,1,4,5,4,8,3
dhbj,5,7,4,4,1,7
hjfc,2,5,4,4,7,6
ddgj,8,8,3,6,1,2
bgff,2,9,8,7,7,8
cjhg,2,5,6,5,2,3
eabc,3,6,4,2,3,5
iffc,3,4,3,2,5,5
jeje,9,8,8,4,6,7
ghca,2,6,2,2,3,3
gdjd,4,5,6,5,6,2
agce,5,5,3,4,6,5
fejh,7,6,9,1,5,4
igha,3,1,1,8,8,8
cefg,5,6,6,5,4,7
jhhi,5,8,3,8,5,3
abba,6,7,1,2,6,9
hgfg,5,6,8,8,8,3
bcic,4,6,3,7,6,2
djej,1,4,1,4,5,4
gbci,7,3,5,6,1,9
gicg,4,7,1,9,9,9
jedg,6,1,2,5,4,7
adde,2,7,4,9,8,2
gceg,2,3,8,7,7,7
egcb,7,2,3,9,6,3
aiei,4,6,9,9,2,5
ffde,8,1,3,4,8,2
jfbj,8,1,3,6,6,1
bcda,6,3,2,4,1,7
idbg,5,8,8,7,8,3
bhaj,7,8,6,9,7,1
gaef,3,5,8,3,7,6
gehg,6,5,5,7,9,2
jceb,4,6,6,5,7,4
hgba,8,1,4,8,9,2
ecgf,9,7,4,4,7,1
gafb,5,9,6,4,9,2
jeec,3,9,6,8,7,4
faij,5,8,3,9,2,7
gjhd,7,7,8,9,7,3
ccff,8,2,7,2,7,4
ddaa,5,3,5,4,7,2
hahg,5,6,5,9,3,7
jdab,3,3,9,5,6,6
bfij,1,6,1,2,3,4
ihda,5,1,3,3,8,1
bdje,2,8,1,9,1,8
egee,9,7,7,1,1,3
ejea,7,4,5,3,3,4
gghh,7,6,8,9,6,7
fgcd,8,5,3,7,6,5
bihj,6,4,8,1,5,6
bbge,7,9,9,6,5,2
ageh,3,7,3,8,6,7
aife,4,5,9,8,6,1
cedd,4,9,5,4,1,7
cjjj,8,2,3,6,3,4
hdgg,4,1,1,6,2,2
biae,1,2,5,6,6,4
ajai,1,1,5,1,7,9
bbjd,9,8,3,2,9,7
diai,1,3,4,1,8,9
cdfa,2,3,3,8,9,3
ccad,7,8,2,8,7,9
eehc,8,6,2,9,4,1
icif,3,8,1,3,4,8
cgbb,9,2,7,4,4,9
heej,3,7,1,2,3,3
ibee,9,8,2,6,4,5
dadd,8,3,7,3,8,4
eeai,4,8,4,2,5,6
cejb,8,4,9,4,5,4
adbb,6,4,8,9,1,8
ebbi,9,4,1,2,3,7
ggac,2,9,6,4,9,2
gbgd,7,7,3,6,1,8
aibj,7,5,9,7,4,8
gadj,5,2,5,7,1,5
babh,8,8,3,7,4,2
jjgc,8,1,9,9,7,5
ggdb,6,5,7,5,6,2
giej,8,5,5,2,9,8
idef,6,5,6,5,9,8
dhfe,8,1,7,7,2,5
jgij,1,8,2,7,8,7
jebd,1,8,7,6,1,3
idjh,9,1,7,7,6,2
hdhc,9,9,7,9,7,1
ihhg,4,3,4,2,5,3
edga,6,7,7,6,9,6
cfcc,7,7,3,6,7,4
dbbg,4,3,1,1,8,2
adgd,6,1,6,4,9,6
bcfd,6,2,5,9,7,6
dhei,4,9,9,4,2,9
igag,5,6,1,9,3,7
eghd,8,8,5,7,4,1
baeg,8,4,1,7,3,1
ccie,1,8,6,9,8,8
hajj,8,1,7,5,8,2
