gbca,4,8,6,2,1,8
hfbi,7,2,8,4,7,9
caci,1,7,5,8,4,2
ihch,9,1,2,8,5,8
ahia,7,7,7,4,3,5
bhic,2,8,9,6,4,6
eiid,6,4,3,9,7,1
hcfh,6,6,1,2,6,2
hjej,6,6,8,2,7,3
ieai,9,2,4,1,6,7
gdjg,4,7,8,6,1,3
dddc,8,4,4,9,2,8
cijg,5,2,9,6,5,7
ifgb,5,4,5,1,1,6
bcdd,1,6,4,1,2,3
gaac,1,9,9,4,5,1
ecef,5,4,4,4,5,3
jdif,3,1,6,2,4,1
bgcj,8,7,6,3,4,9
ggbb,3,5,9,2,4,4
iaeb,3,5,4,8,3,1
fedb,7,1,5,2,5,9
hbgi,1,9,8,7,3,7
bfib,4,3,5,6,5,5
fgad,2,1,9,3,6,1
jbgb,5,2,8,1,7,9
heeb,3,4,9,5,1,8
efjd,7,7,9,3,7,8
dggi,6,3,2,3,6,4
igjg,5,4,7,3,5,2
cjba,4,1,5,6,5,6
ajhf,7,1,7,8,6,5
aeie,5,2,7,5,4,8
acbj,8,8,3,4,6,2
acid,2,1,3,5,3,8
hgfj,6,5,9,9,2,5
jdhj,6,1,3,6,8,1
idcf,6,3,2,5,4,3
gbjf,1,1,4,9,9,3
cfhh,9,6,3,6,9,3
bihb,9,7,4,8,4,7
ggjc,8,3,8,7,4,2
gggd,1,5,5,3,6,9
figc,5,5,9,2,9,3
jcjg,4,3,7,6,8,6
ceah,4,3,1,3,5,5
ibhg,5,7,1,3,6,3
egda,9,4,5,7,3,8
baja,3,1,3,3,1,7
baad,1,2,3,2,8,5
dbdb,2,8,8,1,2,7
gbhc,1,4,9,3,4,7
jiic,9,2,2,4,3,2
gadb,4,9,5,2,9,9
fbha,2,2,9,2,1,6
fjgi,3,8,1,7,8,6
hfda,1,5,2,4,3,4
afdi,3,3,3,2,3,7
ghhf,3,9,6,8,5,4
diib,9,7,7,5,4,4
hfeh,2,7,9,2,6,6
bahi,8,1,2,3,6,2
ghfc,2,6,9,5,9,9
iajd,8,7,1,2,1,1
dgjh,4,1,8,4,6,1
baff,3,8,4,4,9,4
fgej,9,9,2,3,7,8
hbfb,9,3,9,8,9,7
ahcc,2,9,8,6,8,2
gffb,9,8,3,2,1,8
abbd,1,3,8,7,5,6
feei,5,6,9,4,2,9
jebg,8,3,7,4,6,1
faji,2,2,9,2,4,6
