gbgb,5,8,5,6,8,4
jbgh,7,1,6,1,1,5
aagf,1,5,8,5,1,2
bfag,5,6,6,4,4,8
dddi,5,4,6,4,8,3
edcd,7,7,5,2,8,6
ehdb,4,5,5,3,6,2
dcie,1,8,9,1,8,7
agef,1,4,4,5,8,6
hgbj,5,2,7,3,3,8
jidg,6,7,6,2,5,6
ajcj,3,1,9,2,4,5
jfcd,7,3,3,4,7,7
bjhc,1,2,9,7,1,2
jjcf,2,3,4,4,2,2
fajd,4,3,1,9,2,5
cdii,3,4,9,8,5,7
dfbg,3,1,3,6,1,1
ibec,1,9,7,3,2,6
ccab,5,1,2,6,5,7
iigd,9,8,4,4,4,6
bgbi,6,5,5,8,6,4
bfbc,8,3,5,7,6,5
dgfh,4,9,9,1,6,1
bccc,7,6,6,9,9,9
fadf,4,3,5,2,4,3
badi,1,6,7,4,4,4
agbg,6,6,1,5,9,9
ebjh,9,6,2,7,1,8
cjfb,4,8,3,6,1,8
eeha,7,2,1,3,9,4
bfha,7,6,3,4,4,1
behf,3,5,6,7,1,4
ifbf,8,3,1,7,3,6
dfgi,5,9,2,5,8,7
gcee,1,7,4,5,3,6
djce,9,5,7,5,6,6
iide,2,1,8,6,3,4
cich,4,3,3,2,5,3
jiah,6,8,8,5,3,7
efda,7,1,7,1,5,8
jfib,9,8,7,1,7,6
egje,9,2,9,8,2,9
djjj,3,8,4,2,9,2
cijb,2,9,3,2,9,9
adff,7,4,3,1,5,9
dcff,4,9,4,7,2,7
bhdg,4,3,2,1,8,3
dheg,1,2,1,4,3,7
edfc,8,6,1,7,1,8
ecgd,5,1,7,9,4,7
bjgg,2,7,8,8,7,8
fhch,2,6,7,6,8,6
ajjd,7,7,1,9,6,4
ddee,2,4,8,8,5,8
gdch,4,5,1,7,4,3
fjea,2,2,7,6,6,5
icdb,8,7,2,4,2,8
faag,3,9,3,4,6,7
diag,1,9,4,7,5,6
ggji,1,5,4,8,1,5
gcaj,7,7,1,7,9,5
baaj,1,2,9,7,4,2
cebj,7,6,4,1,1,7
aejg,6,9,7,6,6,6
dahh,5,7,3,1,3,5
hija,9,3,9,7,1,3
jdgi,2,4,2,5,3,5
igdd,2,2,8,5,3,5
hfec,8,7,1,4,6,7
jgge,4,8,4,7,1,8
iace,9,2,9,7,5,4
jffc,9,4,2,1,7,3
hiie,9,9,5,4,6,1
gfea,5,6,5,2,6,9
dacf,5,4,5,4,3,6
eeag,9,3,1,5,3,4
hjaj,4,9,6,1,2,8
ghfi,2,4,2,5,2,4
egec,6,3,7,4,9,6
eahj,5,8,4,5,1,8
gjii,6,1,2,4,8,5
jdhe,7,1,1,7,9,5
jbcb,7,6,7,6,1,8
cbcj,8,9,2,1,4,8
efeh,2,2,9,6,4,8
edeg,5,7,8,5,2,8
ffhi,2,9,7,6,3,3
ciif,4,8,4,3,8,8
hhed,6,6,4,3,7,2
bihh,8,5,4,1,5,9
dfhe,9,7,1,8,8,7
daei,9,9,4,4,6,8
ihia,6,5,8,9,4,3
hece,2,2,9,2,8,5
jjei,8,6,1,2,1,8
afae,1,2,4,7,8,7
ahjc,4,1,3,2,3,2
jfji,9,6,3,7,7,4
hdjd,5,6,7,6,8,2
eijf,2,5,4,4,1,2
afjb,1,6,9,9,1,7
hcji,6,3,9,7,1,1
gfci,1,1,9,3,6,9
gfgd,1,1,2,5,6,1
cdgf,1,2,2,7,9,6
fgee,8,8,7,6,3,7
egdg,3,8,4,5,8,3
hcib,5,2,5,3,5,2
bcdj,8,5,7,9,4,9
ggbh,3,5,3,8,5,9
ccce,4,7,9,2,8,3
jebb,2,4,1,5,7,2
ehhh,9,5,1,8,3,2
cfdh,9,1,6,8,1,4
aiaa,9,5,2,5,8,7
fafi,3,4,4,4,1,9
jgfi,6,9,2,7,7,3
gdjb,6,8,1,6,1,9
gfaf,8,4,9,2,3,4
hhjf,6,2,1,3,4,2
hdbc,8,8,4,5,8,1
jchj,5,5,5,2,2,2
dcja,6,9,2,9,7,6
hfbd,6,1,5,6,2,9
beeg,9,7,2,6,7,9
ddfa,9,2,3,8,4,2
eaba,3,4,1,5,6,9
geef,2,5,1,6,6,8
aaec,5,5,4,2,6,8
cjef,6,1,8,7,5,8
ebbg,6,1,5,7,9,3
ehga,8,3,9,5,9,8
bajg,9,2,4,3,3,5
hjee,8,2,2,2,1,8
cefe,2,2,7,5,1,4
cbge,6,7,6,3,1,6
ceei,2,1,3,3,5,5
hcbh,3,5,5,2,7,7
jeci,4,4,1,5,8,7
icga,7,5,1,8,4,5
cagj,2,6,7,3,9,1
fbeh,4,2,2,8,8,4
jhjj,8,9,6,6,2,2
fdfe,6,9,8,8,3,1
gjfj,7,5,1,6,6,2
adcg,6,7,2,9,6,4
ffdc,6,7,2,3,1,4
jadc,6,1,2,2,7,9
ijib,5,4,4,6,2,7
adja,7,4,7,1,5,9
aaah,9,4,2,6,7,5
jbjg,2,1,4,7,9,4
hgac,8,5,7,4,6,8
agdj,5,6,1,5,3,1
higb,5,6,2,9,4,5
ceid,6,5,9,2,7,1
gebg,8,4,8,8,9,4
bhbd,2,8,1,2,6,1
gaai,9,8,5,1,4,4
gdgc,9,7,1,4,4,7
idai,5,8,9,1,9,9
ahgd,2,4,5,3,9,9
gbff,1,3,2,7,9,1
jcae,1,4,2,3,7,3
jiec,5,4,7,3,2,1
fdga,9,3,5,8,5,4
jddj,6,6,2,3,2,9
fdid,5,2,4,4,4,7
bhec,9,1,5,4,1,6
gdfg,9,7,8,3,6,4
fgcb,3,3,8,9,6,8
aaje,1,3,6,9,1,6
ghge,5,8,2,7,6,9
cjdj,9,9,3,5,3,8
cbfi,8,1,3,4,5,8
ejie,5,4,8,8,5,6
ibah,6,1,9,3,9,2
ejgb,7,9,8,9,4,6
aafj,1,6,9,3,7,2
ghha,5,2,5,2,8,2
ffad,3,3,4,1,3,4
abid,8,2,8,2,3,8
adej,7,3,7,6,2,7
fjci,2,6,2,8,9,1
jaej,4,1,6,3,1,2
ieie,7,4,3,5,4,4
ddgh,1,3,3,6,4,8
bbch,8,3,7,3,2,7
jcba,9,1,8,1,3,3
ibfj,2,3,1,1,7,6
abfe,6,7,9,7,4,9
iehi,7,6,7,5,6,7
cfai,8,7,2,6,7,1
feai,1,7,3,1,5,4
cidd,8,9,9,2,4,3
bdaf,9,2,7,6,5,4
eeih,2,6,7,8,1,6
bhje,1,1,2,5,5,8
hghh,7,3,3,5,7,9
aecb,7,3,4,7,3,8
cfbe,6,7,6,4,9,3
fchb,5,7,5,7,2,4
jihb,9,3,6,5,1,8
bffi,1,6,8,1,7,9
cdhb,2,4,3,4,6,7
dgbb,7,6,9,4,9,4
bhah,6,4,6,8,8,3
dcej,9,2,3,3,6,2
bgda,6,8,7,7,2,8
agfb,8,4,6,7,2,6
ccic,8,5,2,5,9,1
egah,3,8,2,1,6,9
hgfe,3,4,6,2,1,8
diha,8,8,5,5,6,7
jdfb,8,3,1,1,1,6
jigf,7,7,2,3,3,3
bahd,2,6,5,4,1,5
gdae,9,3,7,4,6,3
djeh,2,1,8,7,2,7
ejja,7,2,9,7,5,9
jcif,6,7,6,6,6,6
befc,4,3,6,9,7,2
