gggf,7,6,5,1,8,6
eijb,8,1,4,3,3,4
hdid,3,2,2,9,2,1
ijgf,7,7,7,5,3,3
cbga,8,8,7,3,5,4
ddaf,5,9,8,8,3,9
hage,7,6,6,2,8,3
beec,4,4,9,5,7,4
cejg,1,3,1,6,4,5
bafh,2,6,2,4,6,5
jjgh,7,5,7,6,3,1
giij,7,7,9,3,5,7
icee,5,1,5,1,6,7
jcib,3,9,3,2,6,7
abfa,8,7,1,9,4,4
bhhi,6,1,3,1,9,7
dgce,4,5,8,9,6,2
fiag,5,7,2,2,5,4
cjjd,7,8,1,2,4,8
hadf,2,7,5,5,2,5
ehbf,2,5,4,6,2,1
ijje,3,6,4,2,9,3
eeac,2,9,1,3,4,9
beii,9,2,9,8,1,7
caah,5,3,9,9,6,8
jjaj,7,3,3,2,3,1
jdeb,2,8,3,3,6,4
iheb,8,4,9,9,8,6
aeci,7,3,6,3,4,7
gdeg,3,6,1,3,1,1
bgbe,2,1,7,5,5,7
jiad,7,3,1,1,3,8
jdjd,2,3,1,9,8,3
gfhg,6,3,4,9,4,5
gdhf,7,1,1,6,5,1
dbch,9,3,3,3,5,5
jgbj,1,1,2,2,5,6
beah,6,3,9,3,9,9
eaji,2,9,8,5,2,9
igeg,5,5,8,3,7,4
feae,9,4,7,2,2,1
cagf,5,7,5,1,6,8
aaie,2,8,5,8,6,1
jija,3,5,1,5,8,2
fiih,4,2,3,8,7,1
hcii,1,1,3,8,1,9
cjih,7,3,2,5,3,6
hhif,8,4,1,3,6,6
gffd,8,6,4,4,9,2
dhfj,5,5,5,1,3,4
gfjj,4,4,3,4,3,1
edah,4,1,4,9,3,9
eeei,6,9,6,2,7,7
edhb,4,2,2,8,8,3
icbf,8,3,2,3,6,8
jdbc,3,2,9,4,5,1
bjae,5,6,4,9,7,7
iida,7,7,4,9,4,7
ihag,5,2,7,4,2,1
bbhf,9,8,8,6,7,7
gagc,7,4,7,3,6,2
ichd,6,2,5,9,2,5
hbbi,7,8,4,2,1,3
dbif,8,8,2,5,8,3
jjhd,1,4,3,9,1,7
hcje,8,5,1,8,1,6
idhj,6,1,2,8,1,6
cgia,7,4,2,8,5,4
gbhe,2,4,2,6,6,6
dehf,2,6,8,7,7,1
ebge,4,8,8,6,7,8
egdc,4,8,7,2,5,2
hebe,5,7,4,5,5,2
jjee,8,2,9,9,8,4
abaj,4,5,7,2,9,3
geeb,6,3,9,6,3,9
fijd,5,7,7,9,4,5
cfgc,1,4,6,2,7,7
hejf,2,2,6,5,8,4
gjff,1,2,9,5,4,7
efbe,7,9,1,2,6,2
ecic,5,4,7,6,5,5
