jcfh,6,3,9,2,3,6
cgjb,4,5,3,7,9,5
hgdc,1,5,5,5,6,5
fiib,6,2,5,5,1,1
jidh,6,6,7,7,1,2
gefc,6,4,2,1,7,9
eeec,2,7,3,7,5,6
cdij,7,2,1,2,2,4
icie,2,9,8,6,4,7
jcig,3,4,2,3,7,1
fghe,5,3,2,8,8,8
hfjf,6,9,2,9,3,3
iibc,7,7,5,5,5,4
behg,7,7,3,8,2,7
eedg,3,6,9,8,7,5
jjgb,5,3,7,3,4,3
eeii,5,6,1,5,1,1
fbga,9,9,3,7,5,1
iggd,4,1,1,5,5,6
dahi,9,1,3,6,2,2
fejg,9,1,3,8,1,1
heei,9,6,8,1,8,5
aiab,5,7,9,8,8,2
eaaf,1,2,9,5,3,6
jfeh,8,4,3,4,6,3
cccf,6,3,2,4,5,6
bgcf,5,4,8,4,7,8
gcia,1,2,8,2,8,4
egai,8,3,3,9,4,8
ddhe,2,9,9,4,7,2
idfa,5,6,9,4,2,8
fjge,6,5,5,6,7,4
iedd,1,2,6,3,6,2
efac,9,5,2,8,8,9
eiaj,8,8,5,8,8,5
hdje,1,2,9,6,1,1
aaai,9,7,8,6,3,5
cbhb,4,1,6,2,9,6
eged,8,2,7,5,1,2
aheb,2,5,7,9,7,5
dejc,3,5,2,6,4,5
jege,1,7,5,1,2,8
ggab,1,7,2,9,4,5
hbge,4,6,6,9,8,7
fabd,7,3,9,5,7,3
bhgg,1,9,7,6,9,3
jjdc,8,5,1,4,8,3
gbgc,5,4,2,6,1,9
bbde,4,9,6,6,4,6
bajh,1,2,1,9,2,9
bjdi,1,3,9,5,5,6
gidb,5,6,3,6,1,9
ghdg,5,1,9,2,4,4
bjbf,2,7,5,7,3,7
aggj,6,4,3,2,2,9
ahge,9,9,5,6,3,5
jgii,7,4,8,4,6,2
igjc,5,2,6,8,3,5
jfbi,1,3,4,7,8,4
ahdf,4,9,4,6,2,5
bcji,1,1,5,6,2,1
cgch,6,2,6,4,3,5
jfab,4,7,6,7,5,9
bbgd,8,8,9,1,5,1
cfbf,9,6,3,3,4,2
aifd,1,3,1,1,2,4
jeih,8,7,4,4,2,6
eaig,5,9,3,5,1,1
ggic,3,3,7,7,3,6
gbdd,9,6,6,5,9,1
gcdj,8,9,5,8,7,3
cifh,2,3,6,4,2,2
gadi,6,2,8,4,2,6
hidd,5,5,1,3,6,9
fieg,9,9,1,3,5,7
gcgi,4,3,8,3,2,7
icja,7,6,3,8,8,3
eggg,4,3,8,7,9,2
ibdh,8,6,7,2,4,7
ehhi,1,4,2,9,3,7
ccei,7,4,2,1,2,2
ajje,8,3,7,8,8,5
fhfh,9,6,9,6,5,7
dfeg,2,3,9,4,9,9
eeje,5,8,3,4,4,9
cjgj,5,3,2,3,4,4
abgb,1,7,5,7,4,7
jdbh,2,7,3,8,3,4
eagd,4,9,3,7,4,6
cjhf,4,1,9,9,5,7
hgff,3,5,1,7,8,5
cbii,4,8,9,9,1,6
jaba,8,3,7,3,9,9
jgfj,6,8,9,3,1,1
ccfe,3,3,9,3,6,4
affh,8,9,2,7,9,1
adif,4,8,6,5,9,5
hjef,4,5,4,4,1,3
dihb,5,6,6,9,8,1
dgge,4,7,3,7,6,2
agfc,3,5,3,2,8,3
ffjb,3,7,1,9,2,5
ifjh,1,4,9,8,2,4
dheh,3,2,8,1,6,5
aice,1,2,1,6,7,6
cbdg,1,8,3,6,4,7
fgfb,3,9,9,4,4,5
dgag,6,6,3,6,8,3
egbe,4,6,7,7,7,8
fjag,5,5,5,4,7,3
ijhg,8,9,1,3,5,5
cgba,7,3,9,2,8,1
jejd,4,2,9,9,2,6
hcab,1,1,6,3,2,3
cbec,2,8,2,7,9,3
jibe,8,7,6,6,9,7
ajhb,7,1,7,1,3,3
ceja,4,2,9,8,4,4
jfce,3,8,2,4,7,6
ggce,3,3,6,6,9,8
jiai,4,9,4,5,7,1
eifa,2,6,4,5,9,9
fahb,2,8,1,1,2,1
fdie,3,2,2,3,6,6
bcib,1,3,6,8,7,3
aida,7,2,6,2,2,2
hihj,4,3,4,8,4,2
bgid,9,1,8,5,1,4
aiic,9,4,9,2,5,8
gjdh,2,1,1,7,2,5
ieae,3,5,7,2,3,8
cgif,2,1,4,8,7,3
gjhc,6,7,9,9,2,5
jihc,6,3,6,3,1,3
hjfb,3,5,3,7,6,8
bbbb,6,1,1,3,1,7
cfhd,3,4,6,5,5,1
gccc,9,1,8,7,2,9
fcij,4,3,5,1,2,5
hdgf,2,8,6,5,8,9
cfjg,7,2,6,1,3,1
dcdd,2,1,3,1,2,2
heac,4,7,1,6,9,6
cbbd,2,8,6,1,1,8
hjbg,1,6,4,9,1,3
iech,4,5,6,3,9,1
jica,3,7,6,6,4,9
fifc,8,3,6,5,7,6
adch,7,2,4,4,6,5
cjji,5,1,5,5,3,5
ecfi,8,4,6,3,7,2
dije,6,3,9,2,7,8
hfbe,3,4,7,8,4,5
fdja,3,9,5,2,3,7
ajfj,8,8,7,3,4,8
hfij,1,1,2,7,2,5
acfa,3,1,9,9,7,7
jdeg,2,2,6,9,9,6
febf,7,7,1,9,3,6
abad,4,5,8,4,7,1
diec,9,5,7,2,2,1
hgej,5,1,4,5,5,2
gfcj,6,8,4,6,8,9
djid,2,7,5,9,8,5
afig,6,1,5,3,4,2
cajj,7,2,9,1,2,4
fgbg,4,5,6,1,6,5
caic,4,5,6,6,6,2
faec,5,4,3,4,6,2
gfdf,9,6,7,1,5,2
cigd,2,7,7,4,9,9
bhai,6,6,1,6,3,4
ghje,4,5,1,9,4,5
aaed,7,2,8,6,8,2
iefg,6,1,4,3,6,8
deci,1,5,9,3,5,4
eidi,4,8,6,8,8,8
iige,6,9,1,9,3,3
jjja,2,2,2,1,7,6
ffdd,1,2,5,5,6,3
badj,3,6,8,9,2,8
ddef,3,7,1,7,8,3
ibij,7,2,3,9,6,2
fdff,7,6,1,2,5,3
eehb,3,6,2,6,8,2
hdfj,1,5,7,6,2,9
djac,7,4,7,8,2,9
jcgd,7,6,9,4,6,7
djhh,7,8,1,5,2,1
hdbd,7,2,9,1,4,8
jied,2,5,7,2,1,3
fihf,8,4,8,6,6,8
fhjc,5,4,7,1,6,4
gjij,2,9,9,7,8,3
gajg,2,1,6,9,9,6
cgdd,2,6,2,8,3,8
bccd,9,7,5,2,8,5
hega,8,1,6,8,9,4
jagc,8,2,1,6,4,9
gebh,2,6,3,3,6,3
cddh,1,6,5,4,4,5
fjjd,8,2,2,7,7,2
jbgi,3,8,9,8,3,2
dbfa,6,3,1,2,8,2
geib,5,2,7,9,6,2
gagh,5,7,7,7,6,4
daie,9,6,4,4,5,3
iiih,3,1,9,6,4,3
cfaj,7,6,8,3,2,1
cdca,4,2,8,2,8,7
dbjg,8,3,2,7,2,1
beda,8,5,1,5,2,5
bbea,6,8,2,9,4,8
egij,1,4,8,2,9,7
dcif,6,4,2,1,9,4
agaa,7,7,6,2,5,3
eebd,5,7,5,6,9,7
jeha,5,6,8,1,2,8
eijg,6,5,3,4,8,4
chjh,7,4,3,9,1,1
aegi,1,2,3,8,8,3
haaa,1,1,2,1,6,4
eihd,2,2,4,1,2,9
fehd,4,1,7,4,9,5
jjie,7,5,5,6,7,1
beeh,6,3,4,8,7,7
cfdi,7,4,9,4,7,2
debb,4,1,4,7,8,4
ehja,2,8,7,9,2,1
diah,1,6,2,2,4,8
cegb,1,9,7,5,7,4
ijda,5,1,8,3,5,2
eefj,4,1,9,4,5,5
fhea,1,8,2,8,8,8
cjeg,8,7,5,8,5,9
afea,9,6,7,5,6,7
dede,9,2,7,5,9,4
cdgg,9,6,5,7,5,8
geeg,7,2,6,9,8,4
jgec,2,5,1,2,3,2
cada,3,8,3,3,3,6
bagi,2,6,3,9,1,3
afci,9,7,7,2,6,6
cici,3,5,4,5,9,2
hdah,6,6,8,6,9,4
eccj,9,9,5,2,5,1
ciaf,2,3,5,9,4,3
bhed,3,5,9,2,5,3
echa,3,6,6,5,5,7
aahc,6,1,4,7,9,1
jcci,8,4,9,1,2,8
hbjd,5,2,2,3,3,4
eicb,2,2,6,2,5,2
higc,8,2,1,9,5,1
ddjh,4,9,6,3,8,6
dhfd,3,4,4,2,5,7
djbj,1,7,1,4,1,6
aagg,3,3,3,2,6,9
dhic,8,4,4,8,1,5
iejb,9,9,2,3,6,5
bcbh,1,5,3,2,4,1
bija,4,3,9,2,7,5
gdfh,1,9,4,7,2,8
cide,9,1,4,7,4,4
icdc,1,4,7,2,7,9
hdec,6,5,9,1,4,5
bfgf,6,9,8,8,5,2
ahbc,3,9,2,7,9,7
deig,8,2,4,4,2,3
hfca,1,3,5,9,7,2
idaj,5,3,1,6,5,7
ehie,5,5,6,5,8,7
aaij,5,8,6,3,6,3
ghec,4,6,8,2,2,6
ebaa,9,3,6,6,6,9
fgdj,3,2,3,7,2,2
jhbj,8,3,6,6,1,1
adfg,4,4,8,8,4,3
dbcb,7,2,9,5,3,7
bihi,5,6,3,1,6,9
gfeb,8,9,1,6,7,5
fbac,2,8,2,8,1,9
jggf,8,9,4,9,8,1
edhg,6,9,3,6,7,8
dhjj,9,7,2,8,8,6
hcda,9,9,4,4,1,8
jcaf,5,3,2,4,8,6
dbdi,1,5,4,6,2,8
hhcb,4,2,2,5,2,3
cecg,8,9,5,2,5,1
ejch,5,9,6,8,8,8
gife,1,4,7,3,7,7
bdeb,4,6,7,4,5,3
aaca,1,5,9,6,9,7
hebj,1,8,5,2,5,2
hiba,8,4,1,1,2,8
ibjf,4,8,2,3,3,1
bhdh,2,7,1,4,4,2
jfda,7,1,7,4,9,9
eafh,4,6,7,1,3,7
hedb,2,6,1,2,9,8
aehe,2,1,4,7,5,9
ajdg,2,5,6,7,6,4
fdcg,9,1,6,3,5,6
cace,3,6,4,2,1,7
fdej,1,8,7,9,7,3
bjee,9,8,8,9,5,7
abie,5,3,1,9,2,4
bcaa,7,8,2,8,7,1
ebbh,1,8,3,6,5,3
ebib,2,3,2,5,7,1
caeh,4,9,3,9,9,6
bafb,3,1,5,3,8,1
fbfe,8,4,3,4,5,9
hcic,7,3,6,3,8,2
chia,3,8,2,4,2,4
bjgh,3,7,3,7,9,4
hich,9,2,1,4,9,6
bgfe,4,1,6,1,1,8
fecb,2,7,4,3,1,8
gdjc,9,8,3,4,5,1
bdcj,9,9,9,8,5,4
jgah,6,5,2,6,3,5
cjcd,3,7,8,3,1,2
gfge,8,7,4,6,1,5
ffba,7,7,8,4,6,1
dhbi,3,2,4,9,3,5
eceb,4,6,4,2,4,7
baia,4,5,4,7,1,1
