fhfb,7,6,1,9,7,8
aefg,9,8,7,6,8,9
jhdg,7,5,8,9,3,2
igia,1,7,9,3,9,7
fead,3,7,7,1,3,1
ejcb,5,5,6,6,7,7
ebjc,5,7,9,9,9,8
badd,3,5,9,3,7,4
bgah,7,5,3,6,2,2
fcbj,9,3,2,3,3,4
cgdi,5,1,1,5,5,7
jfih,6,7,8,1,4,1
hehb,6,7,3,7,6,3
jjgg,8,5,7,1,6,9
bica,1,7,9,8,9,6
ccii,8,4,5,3,8,5
daca,1,8,5,9,1,9
jfha,8,8,5,5,4,8
dcdi,1,6,4,4,7,1
egbj,1,5,7,1,9,7
jfjd,7,6,1,3,1,2
gidg,9,9,3,6,9,4
cibg,1,5,6,9,6,7
baae,8,4,9,3,3,8
cfhi,3,6,9,2,7,7
dice,8,5,9,1,8,9
cbda,3,1,7,4,4,3
bdhf,8,8,2,1,3,7
gaff,5,6,4,3,1,7
deia,9,8,2,9,1,5
dchd,3,7,8,4,2,9
fjbh,2,1,8,3,9,4
chdd,1,3,9,4,3,8
adee,7,7,1,2,2,3
ifhj,6,4,6,1,1,8
cgbf,2,2,5,8,6,4
bajb,9,6,4,9,5,1
ffee,7,6,9,4,9,9
cfff,2,1,9,6,3,9
hade,5,6,2,9,7,4
fjfc,1,7,8,5,8,1
ieaj,2,5,3,5,1,7
iefa,7,9,7,3,9,2
adjg,4,8,3,1,6,1
jibj,6,2,3,7,9,8
jife,5,3,1,8,3,2
dbhi,1,2,7,9,7,2
cfad,4,6,7,3,4,5
egei,4,3,8,2,8,2
ahhf,1,2,3,5,6,2
icai,3,1,4,6,4,6
hiee,1,6,1,9,3,6
iegh,9,7,4,8,3,6
hbgj,9,3,2,8,7,5
ahaa,9,7,5,9,9,1
aige,5,1,9,9,8,2
cbhg,7,7,7,6,2,8
bdgj,4,2,8,1,1,6
fabi,4,6,7,5,9,8
debg,5,1,7,5,1,4
aeba,4,9,7,3,4,9
hfei,8,7,1,5,4,3
edbc,6,7,2,9,8,7
hfbj,6,5,6,8,9,5
ggjd,8,9,9,5,8,7
ecib,5,3,6,3,8,4
afia,7,1,5,6,8,4
iihf,9,5,2,3,1,9
fici,2,2,2,3,4,1
fhia,7,3,6,9,8,5
icca,8,6,9,7,7,2
gjei,2,2,6,4,5,7
eghh,9,2,3,3,3,7
eadj,8,9,1,9,7,9
fbah,5,7,6,6,3,3
ceai,6,6,4,5,2,7
iibh,5,3,1,8,9,6
gbfa,3,1,2,3,6,6
figd,7,4,4,8,1,2
dfjc,8,2,4,9,1,3
aech,1,8,1,9,3,4
ceca,4,4,7,2,9,8
hbib,5,7,7,9,8,7
dhjd,7,2,3,5,4,4
ifae,6,6,5,4,2,4
cfcg,8,9,7,8,5,3
jjij,6,5,5,4,2,2
ejee,3,2,4,9,5,2
cegg,4,2,9,2,9,3
