ejah,2,4,9,5,9,7
ahee,6,6,7,5,6,4
eecc,9,1,6,1,9,5
cbcc,9,7,7,4,3,8
agja,5,6,1,1,3,3
babj,5,2,5,8,9,9
igai,4,8,9,8,7,5
bgbb,4,9,3,1,8,9
hgag,1,6,2,3,4,9
hjcf,8,5,8,7,9,9
jjag,7,9,2,9,8,9
fgdb,1,2,3,8,2,7
bcff,6,8,8,3,4,4
haej,3,9,9,5,4,1
iaaf,9,6,1,7,9,8
fbig,6,1,1,4,8,7
cjff,4,8,3,1,7,5
afjf,4,3,9,8,2,4
jiib,6,3,4,5,1,2
gded,6,4,4,4,8,6
jcjf,2,5,7,8,9,3
bieb,3,5,8,2,1,9
ihgb,1,2,4,8,1,8
igbe,8,2,6,6,4,7
afed,9,9,8,4,8,9
ehdf,6,4,1,6,7,5
cfbi,6,5,1,2,9,6
gici,6,9,1,1,6,5
ejje,6,6,4,6,2,6
gcac,6,4,3,3,8,1
cahj,6,1,4,3,5,6
hjfe,8,4,3,1,3,8
jgbg,7,1,5,7,7,1
idfd,1,5,6,7,3,3
dbbi,4,7,7,5,3,4
edba,1,9,4,4,4,8
jjih,3,9,9,2,2,2
iicb,9,2,6,3,5,3
gjcd,4,6,6,5,3,5
icdf,6,1,9,2,2,9
jecb,1,8,4,6,4,6
fdeb,2,9,7,5,9,2
ibfc,6,5,4,1,6,7
giaf,2,1,5,5,9,3
aaeg,9,4,4,4,1,5
efde,1,2,3,4,4,5
gfjg,3,9,2,4,5,2
cadd,7,3,7,2,6,9
afij,8,6,5,2,4,7
gffa,9,6,1,8,8,1
effh,8,8,4,4,8,2
fhgg,3,9,3,6,9,4
hjbj,6,1,6,2,8,6
ajcc,7,8,3,8,7,5
ajbg,7,4,7,3,8,7
giig,4,8,6,7,6,9
aijb,6,5,9,6,6,7
ajia,6,7,1,5,2,5
figb,6,8,4,6,8,4
jjfi,7,6,7,2,9,8
aceh,9,3,3,4,1,9
dfff,7,1,3,2,3,1
jcdh,2,7,8,1,6,1
jaah,3,2,8,6,8,7
biih,6,4,3,2,9,5
hbaj,8,5,3,7,1,6
iifa,2,2,1,9,8,1
difb,5,9,8,7,8,7
iihd,8,9,8,6,3,9
fccd,6,5,4,5,9,4
aigc,1,7,1,8,4,5
adje,2,1,8,3,6,4
iegf,5,6,1,3,6,2
degg,9,8,6,2,9,2
beba,4,8,6,7,7,1
bbjf,8,2,8,9,4,1
jhea,5,4,1,3,7,2
fajh,1,7,7,3,5,6
aghi,2,9,5,2,1,9
ijif,6,9,6,5,1,7
gabi,8,4,8,6,1,8
igdh,3,7,4,1,8,9
didj,2,9,7,9,5,9
ijdd,8,5,5,5,7,8
jddc,2,2,6,8,8,1
idhg,3,5,9,2,7,7
hcdd,7,7,5,1,5,3
baei,6,3,5,8,5,6
gfhd,1,6,6,6,1,5
gcga,7,7,6,7,4,7
jjeb,9,7,9,7,1,3
ejdg,2,2,3,7,9,5
cafg,8,9,1,3,2,9
ejgf,7,5,9,7,7,5
befg,7,3,2,6,5,2
hadc,8,7,3,7,9,8
cjja,4,6,2,7,5,2
icag,9,8,9,2,4,9
jadg,1,5,4,3,6,9
ihff,8,2,6,2,6,1
dfej,8,1,9,8,3,3
dbjj,5,4,3,7,6,5
jfjb,7,8,4,8,8,1
dfhi,5,7,4,7,6,3
dfad,9,9,6,7,2,3
ighc,7,2,8,3,4,6
ecdi,8,1,3,4,9,5
cggf,6,2,7,1,8,7
cica,2,1,6,3,9,9
gajj,7,7,5,1,8,3
fdge,7,1,9,4,2,6
cejd,5,3,5,6,4,9
bacf,5,8,9,7,5,4
ajjh,2,4,2,4,3,2
dbab,6,4,5,6,2,2
jgfb,1,9,4,3,2,9
jegh,8,4,6,6,4,5
jgia,9,8,7,6,6,2
bicj,3,1,1,3,2,2
heci,3,7,2,6,4,5
jaec,3,4,5,2,6,9
ffah,1,5,7,1,6,9
egji,3,8,6,3,7,7
djgd,2,1,8,3,8,7
cied,8,9,6,3,2,8
icge,9,3,9,3,2,2
gdca,2,7,5,6,1,4
aeac,4,1,3,2,9,9
hheh,5,2,9,4,8,3
ehbc,8,8,8,4,5,3
ijch,4,4,9,5,5,4
aagj,7,8,7,5,8,8
iafh,4,3,4,5,6,4
geie,2,9,5,4,4,5
eeia,7,6,3,9,5,6
fjcb,9,8,1,8,1,8
aafc,4,9,9,8,1,7
bhfc,4,2,6,6,8,5
fefd,8,9,8,9,5,9
ffec,2,4,2,1,4,9
agie,8,1,6,9,7,7
dbhg,7,4,2,2,6,2
ifac,5,9,8,7,3,3
efci,3,4,6,8,5,2
eaed,6,3,3,9,1,5
