accd,3,4,9,8,5,1
jbbi,8,5,4,6,9,7
hbij,9,6,9,9,3,6
caej,3,5,6,8,6,1
gebj,9,8,9,2,7,2
hjfd,7,1,3,6,6,6
fgce,7,8,1,9,1,9
dceb,3,6,7,7,2,5
fiac,6,6,1,6,5,9
jegg,3,6,7,5,3,7
fcia,2,5,3,9,6,5
iebc,2,5,9,4,7,4
cbcb,1,5,6,8,7,1
ggad,4,4,8,4,3,5
hiha,6,8,7,2,8,3
eefa,6,3,7,7,5,6
jfff,6,8,9,6,3,7
gfbe,8,7,1,5,5,4
jage,4,8,2,5,4,9
jfcg,9,2,8,5,4,1
jcgf,5,2,6,7,1,3
jafi,3,5,4,5,4,8
bici,2,5,4,5,1,1
bchh,3,4,3,6,9,2
biig,4,2,6,5,9,3
ecbe,8,9,6,6,1,4
ggja,7,4,8,1,1,6
gehh,7,4,9,5,3,5
daaf,7,5,8,9,2,1
ffdf,5,7,8,1,5,1
fjai,6,6,4,8,8,5
bgch,9,3,8,7,8,1
gcda,7,3,3,7,1,7
gfjf,6,7,3,9,5,3
bhfb,1,3,4,1,5,3
fdfh,1,3,4,3,7,3
ihdb,7,5,3,3,7,2
gahf,2,4,3,8,1,6
jicc,8,2,1,2,6,1
bgae,4,9,2,9,5,4
hjjj,6,9,9,3,9,9
babi,3,8,2,9,7,5
egjh,3,7,5,6,1,8
ccfg,7,7,7,6,8,2
dbgj,6,2,9,7,7,3
adeb,8,5,1,8,3,1
ihid,5,4,9,5,7,7
hgci,7,9,7,1,9,1
jchb,9,5,2,9,7,8
gagj,2,9,1,5,9,5
abgd,8,4,5,1,4,6
ihhh,8,7,8,3,4,3
hdgh,8,4,8,5,8,6
eafj,3,8,3,5,3,7
iffd,2,6,5,4,6,7
edcg,3,7,8,5,3,7
fhhb,4,8,5,9,2,3
djba,2,2,2,6,1,3
dcge,8,9,5,5,3,9
ggdc,1,8,4,9,1,7
fafa,4,7,2,8,1,3
iggf,6,9,2,3,3,5
ccae,8,9,4,3,8,6
gaeg,8,9,4,1,8,5
hfgi,1,6,3,3,7,4
dhja,5,5,6,7,1,3
beie,5,9,2,3,6,8
ahbe,1,1,3,5,9,9
dcbc,3,4,4,5,5,9
aiff,1,8,6,2,9,4
ccba,5,1,2,5,3,4
ijej,9,4,4,2,9,5
bjhf,5,9,3,6,9,3
achf,4,6,8,3,9,6
agid,2,1,1,7,1,1
hcie,7,8,1,1,4,2
iefi,3,8,5,1,6,4
adfi,3,4,7,7,2,8
cbhd,1,7,2,5,9,6
bjfc,4,5,6,5,2,3
gjia,5,6,6,3,2,4
haei,3,6,7,7,1,4
jhfg,8,6,1,6,1,3
idji,8,8,5,5,2,3
dedg,3,9,5,4,4,1
hafe,5,1,2,2,8,1
bedc,8,1,3,6,1,1
acji,4,3,4,4,1,5
bfgh,7,5,6,9,4,6
gefe,5,9,2,2,3,7
djhj,6,7,2,9,2,4
fdig,6,4,5,9,5,7
hacf,2,6,9,2,8,4
eddc,5,7,6,3,3,5
hhhf,8,7,1,4,2,3
daig,5,4,1,1,8,8
ebei,9,1,7,7,5,2
dffe,1,7,3,8,9,4
gbeb,6,7,6,2,9,3
jadf,7,8,9,3,3,6
bjgj,3,3,3,3,1,5
behi,6,3,6,5,7,8
fgeh,1,3,8,7,7,2
bhia,3,6,2,5,4,5
dgjf,5,1,7,2,7,9
gega,5,3,7,9,3,9
eaii,1,3,6,2,6,4
fghg,3,5,5,7,6,6
iaif,9,1,3,1,4,5
igfj,1,9,2,9,8,9
agbj,3,7,4,3,6,1
hdfa,5,9,9,2,2,1
ceea,8,4,9,7,4,8
agfe,2,7,3,2,8,2
dfid,5,3,9,6,9,9
gjgi,1,2,8,9,1,4
adcj,5,3,7,6,2,8
bgjb,2,3,7,4,6,2
fbjb,4,9,5,7,2,4
hhbh,7,7,4,2,3,6
gcab,9,4,7,1,8,8
ghfa,5,7,1,7,1,2
heif,2,6,3,9,3,2
gceh,4,9,9,8,5,1
djjb,1,6,8,3,2,1
fhah,3,3,8,7,2,3
gggb,9,1,6,2,9,1
caja,9,8,5,3,1,1
cgag,8,9,3,6,8,7
ffha,9,6,4,8,2,5
dfbj,6,6,8,7,1,2
jjci,5,5,5,5,6,8
diee,3,5,6,7,9,8
aeic,8,3,9,8,8,9
jgbf,7,5,5,7,5,3
dbaa,4,1,6,2,8,9
fbba,1,5,9,8,4,5
igje,8,3,3,7,3,6
jgdi,2,9,1,3,9,8
ebcf,8,8,5,2,4,9
gijb,3,4,6,1,3,4
gghi,8,3,5,5,6,6
ibhe,9,2,8,3,5,8
debd,6,3,3,1,6,7
jcfj,4,7,5,3,3,6
bjji,9,5,7,7,6,6
cejc,2,8,5,1,6,8
ffih,5,5,4,3,4,4
jeij,1,1,3,5,5,5
jbeh,3,3,5,6,4,3
gfed,7,5,5,4,6,1
abig,9,9,2,6,8,5
abaf,8,1,2,1,1,5
gcfd,7,4,4,2,4,2
cije,5,4,1,1,2,4
dfei,8,6,9,1,5,2
gedb,2,7,7,3,7,9
eehd,9,9,3,3,1,5
dbhf,1,9,7,1,3,8
jigi,9,3,8,6,6,2
dfdb,2,7,6,1,4,2
iagc,2,9,6,8,6,6
gaaa,3,5,4,9,6,8
hcdc,3,4,2,8,9,3
ejha,4,4,6,8,8,9
dicb,7,7,6,4,8,6
ddhg,5,1,7,6,4,9
iecj,2,8,6,6,2,8
gdbd,7,6,6,4,1,3
afah,2,1,9,2,2,9
beej,7,8,5,7,9,9
eejg,7,7,4,3,6,7
jdhh,5,7,2,2,3,9
jhch,1,2,1,6,6,5
hhfc,8,6,8,6,3,5
ijgb,9,1,1,2,8,2
fibj,1,8,3,4,4,8
hbgg,5,1,8,2,9,1
cgcj,3,7,9,8,9,1
ccjb,2,1,7,2,6,2
gcce,1,7,2,9,8,1
dfcf,5,7,4,3,6,9
jhgc,1,1,1,7,3,2
ceaf,3,8,6,4,1,1
ccgc,5,6,1,2,9,2
fhii,6,5,4,6,4,7
jebe,2,5,1,9,9,9
ehjc,9,7,8,4,5,4
hhji,3,5,5,1,9,6
jcec,9,2,7,6,1,4
baab,3,7,5,6,9,2
cebb,1,3,9,3,5,1
ieeb,7,7,8,7,3,4
beja,6,6,7,9,3,1
abbb,1,7,9,7,8,3
gbih,2,4,5,9,1,8
ficf,5,2,4,5,7,5
ehfh,9,5,8,5,8,3
bide,5,2,5,5,2,6
