ggec,7,7,7,1,6,6
bgjf,8,6,5,6,2,8
fcja,1,8,7,9,5,3
gijf,7,7,6,2,7,8
igib,3,1,7,1,2,1
iihg,2,7,6,2,4,7
gidh,6,2,4,1,1,3
bhff,3,6,8,2,9,3
cffg,8,9,9,1,4,3
hjde,7,4,4,7,7,3
ihha,3,5,9,9,1,2
bicb,1,4,7,9,8,8
bigh,1,6,5,7,1,8
icee,4,8,5,9,4,5
gdcd,5,3,5,6,3,4
bgij,3,5,5,8,5,5
cdej,1,2,8,8,7,9
bcbc,5,8,3,9,1,3
hdcf,2,2,9,1,3,8
cbei,3,4,8,2,1,6
fbed,1,9,9,5,3,2
fcgb,5,3,3,9,9,8
fehj,4,7,6,3,5,1
ejcc,4,5,5,1,2,7
gbbg,3,3,7,3,1,4
ghga,8,9,8,1,9,8
hjbb,3,2,8,4,4,4
jejj,9,7,8,6,6,4
jcbh,8,8,5,6,3,7
fgig,7,6,8,8,5,7
ecfd,5,3,6,9,4,5
agag,8,3,6,2,1,5
jefd,3,2,5,9,9,2
bjdd,5,1,6,4,7,8
fejb,3,8,1,8,3,9
dahd,8,2,5,3,8,2
fjeh,8,7,9,9,7,6
jdcj,7,3,7,4,6,2
eghi,1,9,8,5,8,2
dffi,4,5,4,3,5,4
facf,3,7,5,7,3,6
efdh,3,4,2,3,7,7
gica,1,1,6,3,1,2
aahi,3,4,9,5,6,1
dcef,6,1,9,4,7,8
cfgc,6,6,2,5,9,1
iajf,9,5,3,8,1,8
iaij,5,3,7,9,4,4
dgjj,4,8,1,2,8,2
gigg,5,3,6,8,3,8
ghbj,4,4,2,1,9,3
hgee,3,6,4,1,9,2
ahab,9,2,5,1,9,9
jhjf,1,4,3,2,9,2
ibie,6,8,5,5,2,7
jagi,2,4,5,4,9,7
agge,3,6,7,9,8,5
habc,9,1,4,1,2,5
gfhg,6,5,6,6,9,7
dabf,7,1,4,9,9,4
dfag,7,5,7,8,3,5
fdgh,7,6,5,1,2,4
ajbj,2,5,4,3,5,9
ihjd,5,9,6,8,8,7
gdfc,9,4,5,2,7,8
caii,4,4,1,8,9,6
fbgg,2,2,4,7,3,8
hajd,8,4,2,3,8,4
gfjj,2,9,4,7,3,7
acif,2,5,4,4,8,9
jfbd,2,8,1,9,8,9
ghdb,6,7,4,6,1,6
iecc,3,6,3,9,6,8
ijii,3,8,9,2,5,3
chig,6,5,2,7,5,6
ehfa,9,2,2,4,8,4
gbdj,4,1,7,5,9,1
jihi,1,2,9,2,2,1
aaja,8,7,1,3,1,6
icfa,5,7,8,7,5,8
gejd,5,5,7,8,6,7
ihbc,9,3,5,5,6,9
ddaf,7,2,5,3,7,1
fige,9,4,3,4,1,1
jece,5,7,3,8,1,2
ffgi,4,8,6,6,8,7
